EST_NUM1,NAME1,NAME21,ADB_NAME1,MAIL_11,MAIL_21,MAIL_31,MAIL_CITY1,MAIL_PROV1,MAIL_PC1,LOC_ADD11,LOC_ADD21,LOC_ADD31,LOC_CITY1,LOC_PROV1,LOC_PC1,TELE_11,TELE_21,TELE_31,CODES_11,CODES_21,CODES_31,CODE_41,CODE_51,CODES_61,CODE_71,CODE_81,CODES_91,CODES_101,EXPORT1,TRICHINA1,POUTRY_SPC1,OTHERS_SPC1,HACCP_REG1,EP_NUM1,LASTUPDT1,LICENCE_NO1,LICENCE_IS1,LICENCE_EX1
S739,VERSACOLD LOGISTICS SERVICES,,VERSACOLD LOGISTICS SERVICES,5757 CHEMIN ST-FRANCOIS,,,SAINT-LAURENT,QC,H4S 1B6,5757 CHEMIN ST-FRANCOIS,,,ST-LAURENT,QC,H4S 1B6,(514) 634-7011,(   )    -,,,,,,,,,,B/US,A,,,,,,EP1751,2018-02-28,S739-1751-17799,2018-02-28,2019-03-31
S748,CONGÉBEC INC.,,,"810, AVENUE GODIN",,,QUÉBEC,QC,G1M 2X9,"130, RUE J.A. BOMBARDIER",,,BOUCHERVILLE,QC,J4B 8N4,(450) 641-7034,,,,,,,,,,,BC/US,A,IRS,Y,,,,EP2264,2025-02-28 08:48:56.807301,S748-2264-17800,2018-02-28,2019-03-31
757,KING'S MOTHER INC.*,,PROCESS OF FROZEN FILLING PRODUCTS WITH PASTRY,,,,,,,"145 INDUSTRIAL PARKWAY, SOUTH",UNIT 5,,AURORA,ON,L4G 3V5,(905) 503-6886,(905) 503-6889/F,,,,,,,fx,,,,,,,,,,EP2533,2018-09-05,757-2533-17470,2018-02-09,2019-03-31
S848,CONGÉBEC INC.,,,810 AVENUE GODIN,,,QUEBEC,QC,G1M2X9,2095 LOGISTICS DRIVE,,,MISSISSAUGA,ON,L5S1Z9,(418)683-3491,,,,,,,,,,,BC US,A,,,,,,,2023-03-20 13:32:05.553600500,,,
S756,FRIGO ROYAL INC.,,"EXPÉDIGO TRANSIT, FRIGO ROYAL (1998) INC.",,,,,,,3100 RUE ST.PROSPER,,,SAINT-HYACINTHE,QC,J2S2A4,(450)773-9565,,,,,,,,,,,,A,,,,,,,2020-11-13 08:28:18.821618200,,,
S541,WINDSOR FREEZER LTD.,,,,,,,,,1518 MERCER STREET,,,WINDSOR,ON,N8X 3P5,(519)736-2236,,,,,,,,,,,B/US,A,,,,,,EP1711,2025-02-04 14:42:41.5200184,S541-1711-17518,2018-02-14,2019-03-31
S542,LOBLAWS INC.,,,,,,,,,1105 FOUNTAIN STREET NORTH,,,CAMBRIDGE,ON,N3E 1A2,(519) 620-3459,(519) 620-3421/F,,,,,,,,,,,A,,,,,,EP2289,2018-02-26,S542-2289-17775,2018-02-26,2019-03-31
S563,CONESTOGA MEAT PACKERS LTD.,,,"313 MENNO STREET, RR2",,,BRESLAU,ON,N0B 1M0,33 HIGH RIDGE COURT,,,CAMBRIDGE,ON,N1R 7L3,,(519) 648-2506,(519) 648-3421/F,,,,,,,,,,AB,,,,,,EP2543,2018-02-28,S563-2543-17797,2018-02-28,2019-03-31
S564,G. BRANDT MEAT PACKERS LIMITED,,,1878 MATTAWA AVENUE,,,MISSISSAUGA,ON,L4X1K1,135 BETHRIDGE ROAD LOT 9,,,ETOBICOKE,ON,M9W1N4,(905)279-4460,,,,,,,,,,,BCUS,,,,,,,,2020-06-29 12:19:05.786451700,,,
S537,CONESTOGA COLD STORAGE LIMITED,,,,,,,,,299 TRILLIUM DRIVE,,,KITCHENER,ON,N2E 1W9,(519) 748-5415,(519) 748-9852/F,,,,,,,,,,BC/US,A,RS,Y,,,,,2025-01-29 08:46:01.6288174,,,
427,1458935 ONTARIO LTD.,,SHEFA MEATS,,,,,,,195 BRIDGELAND AVE.,,,TORONTO,ON,M6A 1Y7,(416) 783-1293,(416) 783-0240/F,,,,fx,,,fx,,,,,D,,,,,EP2157,2018-02-09,427-2157-17491,2018-02-09,2019-03-31
554,ALIMENTS DESAUTELS FOODS INC.,,,,,,,,,20731 CONCESSION ROAD 5,,,GREEN VALLEY,ON,K0C1L0,(613)347-3104,,,,,fx,,,,,,,,,,,,,EP2182,2025-06-05 14:25:10.9836717,554-2182-17421,2018-02-05,2019-03-31
860,ALZAHRAA HALAL MEAT INC.,,,210 SILVERSTAR BLVD.,,,SCARBOROUGH,ON,M1V 5J9,210 SILVERSTAR BLVD.,UNIT 865,,SCARBOROUGH,ON,M1V 5J9,,,,,,,,,fx,,,,,,,,,,EP2645,2019-10-08,860-2645-18057,2019-10-08,2020-03-31
S849,ENTREPOSAGE ET DISTRIBUTION DCS INC.,,,,,,,,,2941 BOULEVARD DE LA GARE,,,VAUDREUIL – DORION,QC,J7V9R2,(450)628-2034,,,,,,,,,,,,A,,,,,,,2023-07-18 14:53:03.316451900,,,
S853,WESTERN CASING DISTRIBUTORS LTD.,,,,,,,,,22958 FRASER HIGHWAY,,,LANGLEY,BC,V2Z 2T9,(604) 534-7374,(866) 624-7533/F,,,,,,,,,,,B,D,,,,,EP1395,2019-10-29,S853-1395-18007,2018-06-26,2019-03-31
613,1749348 ONTARIO INC.,,TILLSONBURG CUSTOM FOODS,,,,,,,20 VANCE DR.,,,TILLSONBURG,ON,N4G 4W9,(519) 688-9670,(519) 688-1104/F,,,,f,,,fx,,,B/US,,,,,,,EP1809,2018-02-02,613-1809-17400,2018-02-02,2019-03-31
615,GINGER BEEF CHOICE LTD.,,,,,,,,,5521 - 3RD STREET S.E.,,,CALGARY,AB,T2H 1K1,(403) 272-8088,(403) 235-0688/F,,,,fx,,,fx,,,,,,,,,,EP2149,2018-02-14,615-2149-17552,2018-02-14,2019-03-31
717,NEMFOOD CORPORATION,,,,,,,,,96 COVINGTON DRIVE,,,HAMILTON,ON,L8E 2Y5,(905) 547-6688,(905) 547-8688/F,,,,,,,fx,,,,,D,,,,,EP2456,2018-02-28,717-2456-17791,2018-02-28,2019-03-31
718,ADP DIRECT POULTRY LTD.,,DIRECT POULTRY,,,,,,,34 VANSCO ROAD,,,TORONTO,ON,M8Z 5J4,(416) 658-0911,(416) 658-9911/F,,,,f,,,f,,,,,D,,,,,EP2457,2018-02-26,718-2457-17774,2018-02-26,2019-03-31
710,MONTPAK INTERNATIONAL INC.,,MONTPAK INTERNATIONAL,,,,,,,5730 PLACE MAURICE - CULLEN,,,LAVAL,QC,H7C2V1,(450)665-9524,,,,,X,,,X,,,B/US,,11ADLMRES,,,,,,2026-06-23 13:58:17.3737642,,,
711,VICTORY'S KITCHEN LTD.,,,,,,,,,30 GUNNS ROAD,,,TORONTO,ON,M6N 3S5,(416) 766-5848,(416) 766-9460/F,,,,,,,fx,,,,,AD,,,,,EP2186,2018-02-09,711-2186-17495,2018-02-09,2019-03-31
359,OLYMEL S.E.C./ OLYMEL L.P.,,OLYMEL S.E.C./L.P.,,,,,,,12500 BOULEVARD LOUIS-LORANGER,,,TROIS-RIVIERES,QC,G9B0L9,(819)374-6977,,,,,,,,FX,,,,,D,,,,,,2025-03-06 11:28:26.6595151,,,
530,CANAFRIC INC.,,MORTIMER'S FINE FOODS,,,,,,,15 SEAPARK DR,,,ST. CATHARINES,ON,L2M 6S5,(905) 688-9588,,,,,,,,FX,,,B/US,,CDH,,,,,,2025-08-12 11:39:20.0607033,,,
646,TAMSCO FOOD SYSTEMS INC.,,,,,,,,,50 COPERNICUS BLVD.,,,BRANTFORD,ON,N3P 1K5,(519) 751-1818,(519) 512-2601/F,,,,fx,,,fx,,,,,D,,,,,,2022-08-31 11:59:16.282684600,,,
648,LANDMARK POULTRY INC.,,MARQUESS CUSTOM FOODS,"7171 TORBRAM RD, UNIT C29-C31",,,MISSISSAUGA,ON,L4T3W4,"7171 TORBRAM ROAD, UNIT C29-C31",,,MISSISSAUGA,ON,L4T3W4,(905) 671-8188,,,,,f,,,f,,,,,D,,,,,EP1446,2025-01-08 14:40:03.7431211,648-1446-17740,2018-02-26,2019-03-31
S510,MAPLE LEAF FOODS INC. / LES ALIMENTS MAPLE LEAF INC.,,,6897 FINANCIAL DRIVE,,,MISSISSAUGA,ON,L5N 0A8,7474 MCLEAN RD,,,GUELPH,ON,N1H 6H9,(905) 285-1615,(905) 285-6766/F,,,,,,,,,,BC/US,AB,,,,,,EP2522,2018-03-01,S510-2522-17833,2018-03-01,2019-03-31
S513,PRODUCE PROCESSORS LIMITED,,,P.O. BOX 100,,,TRENTON,ON,K8V 4R4,17452 TELEPHONE ROAD,NORTH FREEZER WAREHOUSE,,TRENTON,ON,K8V 5R1,(613) 394-3317,(613) 965-4375/F,,,,,,,,,,B/US,A,,,,,,EP2298,2018-02-21,S513-2298-17681,2018-02-21,2019-03-31
S514,TAS REFRIGERATED DISTRIBUTION INC./DISTRIBUTION RÉFRIGÉRÉE TAS INC.,,,,,,,,,18 ABACUS ROAD,,,BRAMPTON,ON,L6T 5B7,(905) 913-0247,(905) 913-0256/F,,,,,,,,,,B/US,A,,,,,,EP2342,2018-03-27,S514-2342-17975,2018-03-27,2019-03-31
S515,TCS TORONTO INC.,,,,,,,,,3691-3695 WESTON ROAD,,,TORONTO,ON,M9L1W4,(613)813-1184,,,,,,,,fx,,,B/US,,R,,,,,,2025-04-16 14:17:18.8736749,,,
861,"7-ELEVEN CANADA, INC.",,,,,,,,,UNIT 30 #5 SCURFIELD BLVD.,,,WINNIPEG,MB,R3Y 1G3,,,,,,,,,x,,,,,,,,,,EP2646,2019-11-06,861-2646-18058,2019-11-06,2020-03-31
862,ALIMENTS SIBON FOODS INC.,,,3000 RUE DES FABRICANTS,,,TERREBONNE,QC,J6Y 2A6,3000 RUE DES FABRICANTS,,,TERREBONNE,QC,J6Y 2A6,,,,,,,,,x,,,,,,,,,,EP2647,2019-11-12,862-2647-18059,2019-11-12,2020-03-31
653,FIVE CORNERS MEAT COMPANY LTD.,,,8235 BRANNICK PLACE,,,CHILLIWACK,BC,V2R 0E9,8235 BRANNICK PLACE,,,CHILLIWACK,BC,V2R 0E9,(604) 701-3047/T,(   )    -,,,,x,,,x,,,,,DSMAC,,,,,EP2376,2018-07-23,653-2376-17937,2018-03-22,2019-03-31
739,LEADBETTER FOODS INC,,,,,,,,,255 HUGHES ROAD,,,ORILLIA,ON,L3V2M2,(416)749-7250,,,,,x,,,x,Y,,,,AD,,,,,,2022-09-23 11:35:20.587824200,,,
741,TFI FOODS LTD./LES ALIMENTS TFI LTEE,,,44 MILNER AVE.,,,SCARBOROUGH,ON,M1S 3P8,44 MILNER AVE.,,,TORONTO,ON,M1S 3P8,(416) 297-2121,(416) 299-5994/F,,,,fx,,,fx,,,,,DL,,,,,EP2495,2019-06-21,741-2495-17873,2018-03-08,2019-03-31
743,1376357 ONTARIO LTD.,,TINNEL'S WEST INDIAN TAKE OUT,356 SIGNET DRIVE,,,NORTH YORK,ON,M9L 1V2,354 & 356 SIGNET DRIVE,,,NORTH YORK,ON,M9L 1V2,(416) 743-1582,,,,,,,,FX,,,,,D,,,,,,2020-04-06 08:54:41.303593800,,,
417,O. BOUCHER ET FILS LIMITÉE,,VIANDES RIENDEAU LTÉE : LES ENTREPOTS FRIGORIFIQUES RIENDEAU : LES ALIMENTS RIENDEAU INC.,,,,,,,"2045, BOUL. ST-ELZÉAR OUEST",,,LAVAL,QC,H7L 3N7,(450) 682-2400,(450) 682-2400/I,(450) 682-5041/F,,,x,,,x,,,,,AD,,,,,EP1407,2018-02-26,417-1407-17785,2018-02-26,2019-03-31
422,CANYON CREEK SOUP COMPANY LTD,,,,,,,,,8407-53 AVE,,,EDMONTON,AB,T6E5G2,(780)463-2991,,,,,,,,fx,,,b/US,,DH,,,,,,2026-06-16 09:30:59.1593166,,,
425,BONTE FOODS LTD.,,,,,,,,,615 CHAMPLAIN STREET,,,DIEPPE,NB,E1A 7Z7,(506) 867-0768,(506) 859-6905/F,,,,fx,,,fx,,,,,D,,,,,EP1414,2018-02-21,425-1414-17662,2018-02-21,2019-03-31
426,NIKOLAOS FINE FOODS INC.,,,,,,,,,"225 NEBO ROAD, UNIT 5",,,HAMILTON,ON,L8W 2E1,(905) 388-8074,(905) 388-9084/F,,,,f,,,f,,,,,D,,,,,EP1538,2018-06-13,426-1538-17573,2018-02-16,2019-03-31
S552,INTERNATIONAL COLD STORAGE 2010 INC.,,,8155 TRANSCANADIENNE,,,VILLE ST-LAURENT,QC,H4S 1S4,"250 SUMMERLEA ROAD, UNIT 12",,,BRAMPTON,ON,L6T 3V6,(905) 790-2424,(905) 790-6262/F,,,,,,,,,,B/US,A,H,Y,,,,EP2530,2018-03-08,S552-2530-17869,2018-03-08,2019-03-31
S553,PELMEN COLD STORAGE INC.,,PELMEN COLD STORAGE,E-777 THE QUEENSWAY,,,TORONTO,ON,M8Z 1N4,2545 BARTON ST. E.,,,HAMILTON,ON,L8E 2X2,(905) 560-1818,(905) 560-5133,(   )    -,,,,,,,,,B,A,,,,,,EP2503,2018-02-09,S553-2503-17509,2018-02-09,2019-03-31
S554,HEIDELBERG FOODS LTD.,,,1035 RIETZEL PLACE,,,WATERLOO,ON,N0B 2N0,150 BORDEN AVENUE SOUTH,,,KITCHENER,ON,N2G 3R5,(519) 578-3441,(519) 585-2235/F,,,,,,,,,,B/US,AB,,,,,,EP1717,2018-03-22,S554-1717-17939,2018-03-22,2019-03-31
S785,VERSACOLD LOGISTICS SERVICES,,VERSACOLD LOGISTICS SERVICES : ENTREPOT FRIRORIFIQUE ATLAS MIDWEST : ENTREPOT FRIGORIFIQUE ATLAS CANADA INC.,,,,,,,"6100 COTE DE LIESSE, PORTE J",,,ST-LAURENT,QC,H4T 1E3,(514) 337-1500,(514) 734-4935/F,(514) 337-1500/I,,,,,,,,,B/US,A,,,,,,EP2128,2018-05-24,S785-2128-17809,2018-02-28,2019-03-31
S212,VERSACOLD LOGISTICS SERVICES,,,316 AVIVA PARK DRIVE,,,VAUGHAN,ON,L4L9C7,585 - 41 STREET NORTH,,,LETHBRIDGE,AB,T1H6X9,(647)523-5826,,,,,,,,,,,B/US,A,IRS,,,,,,2025-02-07 07:27:41.1317567,,,
S213,VERSACOLD LOGISTICS SERVICES,,VERSACOLD LOGISTICS SERVICES,2115 COMMISSIONER ROAD,,,VANCOUVER,BC,V5L1A6,9002 - 20TH STREET,,,EDMONTON,BC,T6P1K8,(604)255-4656,,,,,,,,,,,,A,,,,,,,2020-09-15 08:54:06.829583800,,,
S215,CALGARY COLD STORAGE LTD.,,,,,,,,,10559-46TH STREET S.E.,,,CALGARY,AB,T2C 5C2,(403) 723-3070,(403) 723-3077/F,,,,,,,,,,BC/US,AB,,,,,,EP2346,2018-02-14,S215-2346-17550,2018-02-14,2019-03-31
S216,WALMART LOGISTICS MANAGEMENT ULC,,,,,,,,,261039 WAGON WHEEL CRESCENT,,,BALZAC,AB,T4A 0E2,(403) 291-8500,(403) 291-8518/F,,,,,,,,,,B,AB,,,,,,EP2514,2018-03-08,S216-2514-17894,2018-03-08,2019-03-31
S216A,JBS CANADA ULC,,MOUNTAIN CREEK FARMS,,,,,,,3410A OGDEN ROAD S.E.,,,CALGARY,AB,T2G 4N5,(403) 218-2241,(403) 264-3017/F,,,,,,,,,,,A,,,,,,EP1642,2018-02-28,S216A-1642-17829,2018-02-28,2019-03-31
S217,VERSACOLD LOGISTICS SERVICES,,,2115 COMMISSIONER ROAD,,,VANCOUVER,BC,V5L1A6,5600 - 76 AVENUE S.E.,,,CALGARY,AB,T2C4N4,(604)255-4656,,,,,,,,,,,C/US,A,I,,,,,,2023-03-01 07:52:10.816945500,,,
S220,NOSSACK FINE MEATS LTD,,NOSSACK DISTRIBUTION CENTRE,,,,,,,#100-7240 JOHNSTON DRIVE,,,RED DEER,AB,T4P3Y6,(403)346-5006,,,,,,,,,,,,AB,,,,,,,2022-08-16 09:10:20.965424300,,,
S860,ENTREPÔT FROID XTREME COLD STORAGE LTD.,,,999 AVIATION AVENUE,,,DIEPPE,NB,E1A9S5,999 AVIATION AVENUE,,,DIEPPE,NB,E1A9S5,(506)861-2653,,,,,,,,,,,,A,,,,,,,2020-03-02 10:30:58.751835800,,,
S868,TCS CALGARY INC.,,,21 ALBERT STREET,,,TRENTON,ON,K8V5R1,7704 30TH STREET SE,,,CALGARY,AB,T2C1M8,(613)813-1184,,,,,,,,,,,BC/US,AB,,,,,,,2026-08-04 15:33:38.0572293,,,
S869,MAPLE LODGE FARMS LTD.,,,,,,,,,315 MADILL BLVD,,,MISSISSAUGA,ON,L5W0H1,5198979315,,,,,,,,,,,,A,,,,,,,2020-02-05 10:45:23.576381000,,,
S870,LOBLAW INC.,,,,,,,,,2755 190TH STREET,,,SURREY,BC,V3Z3W6,778-545-5728,,,,,,,,,,,,A,,,,,,,2020-02-12 15:02:48.059528800,,,
847,AMIR QUALITY MEATS INC.,,,,,,,,,128 HEDGEDALE ROAD,,,BRAMPTON,ON,L6T5L2,(905)673-3434,,,,,FX,,,,,,,,D,,,,,,2025-06-23 08:55:19.5994368,,,
870,1973938 ONTARIO INC.,,,"2691 MARKHAM ROAD, UNIT 17",,,SCARBOROUGH,ON,M1X1L4,"2691 MARKHAM ROAD, UNIT 17",,,SCARBOROUGH,ON,M1X1L4,(647)773-3121,,,,,,,,F,,,,,,,,,,,2020-02-03 11:29:39.283372700,,,
872,ORGANIKA HEALTH PRODUCTS INC.,,,2580 VISCOUNT WAY,,,RICHMOND,BC,V6V1N1,2580 VISCOUNT WAY,,,RICHMOND,BC,V6V1N1,604-277-3302,,,,,,,,"X, F",,,,,,,,,,,2020-02-11 08:59:00.033393400,,,
864,TRIO BAKERY INC.,,,,,,,,,"3750A LAIRD RD, UNIT 2-5",,,MISSISSAUGA,ON,L5L0A6,,,905-920-4521,,,,,,XF,,,,,D,,,,,,2024-02-01 14:51:39.972024900,,,
877,FTG FOODS CANADA LTD.,,,,,,,,,UNIT 13 7003 30TH STREET SE,,,CALGARY,AB,T2C1N6,4037080716,,,,,,,,x,,,,,,,,,,,2020-04-03 11:04:32.688918000,,,
882,YA YA FOODS CORP,,,,,,,,,450 KIPLING AVENUE,,,TORONTO,ON,M8Z5E1,(416)252-2020,,,,,,,,"f,x",,,,,D,,,,,,2020-09-14 14:42:55.626074000,,,
770,SUMWA TRADING CO. LTD.,,,,,,,,,2710-5TH AVE NE,,,CALGARY,AB,T2A 4V4,,,,,,fx,,,fx,,,,,L,,,,,EP2546,2018-03-08,770-2546-17889,2018-03-08,2019-03-31
772,LES CUISINES ROI KITCHEN LTEE,,,220 ROUTE 134,,,PETIT-ROCHER-NORD,NB,E8J 3B2,561 RUE DE L'INDUSTRIE,,,PETIT-ROCHER,NB,E8J 1T3,(506) 783-4357,(506) 783-8808/F,,,,,,,x,,,,,,,,,,EP2547,2018-02-01,772-2547-17368,2018-02-01,2019-03-31
773,BELVIKA TRADE & PACKAGING LTD.,,,,,,,,,121 MCPHERSON ST.,,,MARKHAM,ON,L3R3L3,647-838-6441,,,,,,,,,Y,,,,,,,,,EP2548,2024-04-17 10:00:20.7201953,773-2548-17471,2018-02-09,2019-03-31
360,COUNTRY PRIME MEATS LTD.,,,,,,,,,3171 HWY 97,,,LAC LA HACHE,BC,V0K1T1,(250)706-9022,,,,,,,,FX,,,,,CDF,,,,,,2026-07-07 11:37:31.6075533,,,
361,FG DELI GROUP LTD.,,,,,,,,,27101-56TH AVENUE,,,LANGLEY,BC,V4W 3Y4,(604)607-7426,,,,,FX,,,FX,,,,,ACD,,,,,EP2167,2025-01-09 08:27:29.6475414,361-2167-17356,2018-01-30,2019-03-31
839,CC CASING LTD.,,,,,,,,,310 ATTWELL DRIVE,,,ETOBICOKE,ON,M9W 5B2,(416)787-0001,,,,,,,Y,,,,B/US,,F,,,,,,2020-12-16 08:11:25.390224700,,,
S876,LES ALIMENTS ROMA LTÉE / ROMA FOOD PRODUCTS LTD,,,,,,,,,865 RUE DESLAURIERS EST,,,SAINT-LAURENT,QC,H4N1X3,(514)332-0340,,,,,,,,,,,b,a,,,,,,,2025-09-26 10:56:21.123079,,,
428,FINE CHOICE FOODS LTD.,,FINE CHOICE FOODS,,,,,,,23111 FRASERWOOD WAY,,,RICHMOND,ON,V6V3B3,(604)522-3110,,,,,,,,"f,x",,,,,"D,F",,,,,,2020-10-09 07:26:11.382640700,,,
654,TP POULTRY INC.,,,,,,,,,239 TORYORK DRIVE,,,TORONTO,ON,M9L 1Y2,(416) 656-9666,(416) 656-9188/F,,,,f,,,f,,,B/US,,D,,,,,EP2389,2018-02-19,654-2389-17621,2018-02-19,2019-03-31
786,SAMICK'S FOODS INC.,,SALADLAND,,,,,,,3445 SEMENYK COURT,,,MISSISSAUGA,ON,L5C4P9,(905)270-4322,(905)270-9293/F,,,,,,,FX,,,,,D,,,,,,2023-02-09 11:07:01.399408700,,,
644,HEIDELBERG FOODS LTD.,,"HEIDELBERG MEATS & DELI, MARTIN'S COUNTRY STORE",,,,,,,1035 RIETZEL PLACE,,,ST JACOBS,ON,N0B 2N0,(519) 664-3512,,,,,,,,fx,,,,,A,,,,,,2026-02-10 12:11:27.0883843,,,
S875,10489310 CANADA INC.,,,96 CRESCENT STREET,,,SACKVILLE,NB,E4L3V4,96 CRESCENT STREET,,,SACKVILLE,NB,E4L3V4,(902)529-0016,,,,,,,,,,,,A,,,,,,,2020-08-11 12:37:38.806109600,,,
889,LES ALIMENTS ACTIV INC.,,,,,,,,,"790 RUE DU SUD, SUITE 111",,,COWANSVILLE,QC,J2K2Y3,(450)922-7763,,,,,,,,"f,x",,,,,D,,,,,,2021-04-29 11:20:23.577381900,,,
890,FGC FOODS LTD.,,,,,,,,,19405 94 AVENUE,,,SURREY,BC,V4N4E6,(604)856-5221,,,,,,,,"f,x",,,,,,,,,,,2020-09-14 11:28:07.011653600,,,
213,VERSACOLD LOGISTICS SERVICES,,VERSACOLD LOGISTICS SERVICES,,,,,,,"50 THORNMOUNT DRIVE UNITS 27,28,& 29",,,TORONTO,ON,M1B5P3,(416)283-0250,,,,,,,,FX,,,,,,,,,,,2020-09-15 10:44:16.127552200,,,
891,T&T SUPERMARKET INC.,,,,,,,,,6311 FRASERWOOD PLACE,,,RICHMOND,BC,V6W1J2,(905)695-3202,,,,,,,,FX,,,,,,,,,,,2020-09-15 12:41:57.843513900,,,
892,SUN RICH FOODS CANADA INC.,,,,,,,,,22151 FRASERWOOD WAY,,,RICHMOND,BC,V6W1J5,(604)881-3630,,,,,,,,"f,x",,,,,D,,,,,,2021-04-26 09:53:21.633512900,,,
562,DE BOER'S POULTRY LTD.,,HOLIMA FOODS,,,,,,,4485 HARVESTER ROAD,,,BURLINGTON,ON,L7L 4X3,(905) 632-7674,,,,,f,,,f,,,,,,,,,,EP2169,2025-09-23 09:51:14.6042786,562-2169-17406,2018-02-05,2019-03-31
565,NALEWAY FOODS LTD.,,,,,,,,,233 HUTCHINGS STREET,,,WINNIPEG,MB,R2X 2R4,(204) 633-6535,(204) 694-4310/F,Ext. 31/I,,,,,,x,,,,,,,,,,EP1528,2018-02-02,565-1528-17396,2018-02-02,2019-03-31
566,MACGREGORS MEAT & SEAFOOD LTD.,,MACGREGOR FOODS : NORTH COUNTRY COOKHOUSE : STEAKHOUSE CHOICE : 44th STREET,265 GARYRAY DRIVE,,,TORONTO,ON,M9L 1P2,60 HANLAN ROAD,,,VAUGHAN,ON,L4L 3P6,(905) 851-6328,(905) 856-0541/F,,,,x,,,fx,,,,,D,,,,,EP2322,2018-03-06,566-2322-17856,2018-03-06,2019-03-31
797,LES ALIMENTS BEGIN INC.,,"RESTO PIZZ, PIZZA LECLERC, SALANTE PIZZA GOURMET",,,,,,,1474 8 IEME RUE,,,ST-PROSPER,QC,G0M 1Y0,(819) 548-5660,(819) 548-5662,,,,,,,X,,,,,,,,,,,2022-01-21 11:33:49.349862200,,,
702,DISTRIBUTION LE PERCO INC.,,,"3090, CHOQUETTE",,,SAINT-HYACYNTHE,QC,"QC, J2S1H1","1010, ROUTE 133",,,HENRYVILLE,QC,J0J1E0,(514)-835-3732,,,,,,,,XF,,,,,D,,,,,,2024-09-12 14:52:35.7481648,,,
713,508818 ONTARIO LTD.,,,,,,,,,1400 MITCHELL ROAD SOUTH,,,LISTOWEL,ON,N4W 3G7,,,,,,FX,,,FX,,,,,AD,,,,,,2021-07-02 09:16:11.168344900,,,
517,1000120063 ONTARIO INC.,,CANADIAN PREMIUM FOODS,,,,,,,"12, INDELL LANE",,,BRAMPTON,ON,L6T3Y3,(519)362-0430,,,,,,,,fx,,,,,D,,,,,EP1685,2026-04-27 11:02:31.8254569,517-1685-17737,2018-02-26,2019-03-31
665,ZADI FOODS LIMITED,,CASA ITALIA,,,,,,,65 DEERHURST DRIVE,,,BRAMPTON,ON,L6T5R7,(416)728-6485,,,,,x,,,fx,,,B,,AD,,,,,,2025-09-29 09:50:41.8677635,,,
946,LES CANARDISES INC.,,,,,,,,,5170 AVENUE ROYALE,,,SAINT FERREOL LES NEIGES,QC,G0A3R0,(418)826-2112,,,,FX,F,,,FX,,,,,D,,,,,,2025-09-22 15:32:40.9498841,,,
944,9136-4802 QUEBEC INC.,,DELICES AL-MANAR,100 RUE DUMONT,,,EAST ANGUS,QC,J0B1R0,2097 AVENUE CHARTIER,,,DORVAL,QC,H9P1H3,(514) 347-4218,,,,,,,,XF,,,,,D,,,,,,2023-10-05 09:40:33.736493900,,,
947,OFC DISTRIBUTION INC.,,,,,,,,,135 CAPITAL CRT,,,MISSISSAUGA,ON,L5T2R8,(905)270-2009,,,,,"f,x",,,"f,x",,,,,,,,,,,2022-05-04 07:46:43.586132800,,,
845,GDE GROCERY DELIVERY E-SERVICES CANADA INC.,,CHEF'S PLATE; HELLOFRESH,,,,,,,5485/5491 TIMBERLEA BLVD,,,MISSISSAUGA,ON,L4W2T6,(647)632-3036,,,,,,,,,Y,,,,,,,,,,2022-05-27 11:54:13.927816100,,,
949,GOURMET FOOD SOLUTIONS INC.,,,,,,,,,"75 HORNER AVE UNIT #5-6,",,,ETOBICOKE,ON,M8Z4X5,(647)672-0741,,,,,,,,XF,,,,,,,,,,,2022-06-17 12:11:01.544559600,,,
150,EDEN VALLEY POULTRY INCORPORATED,,,326 MAIN STREET,,,BERWICK,NS,B0P 1E0,326 MAIN STREET,,,BERWICK,NS,B0P 1E0,(902) 538-3800,,,f,,f,,,,,,,,D,,,,,,2022-06-23 07:57:48.453142500,,,
928,"LE PETIT ABATTOIR, COOP DE SOLIDARITE",,,,,,,,,5 RUE DE L'ASARET,,,SAINT-JOACHIM-DE-SHEFFORD,QC,J0E2G0,(514)573-8204,,,"f,h",,,,,,,,,,,,,,,,2022-08-11 11:31:05.784528300,,,
841,9356-8343 QUEBEC INC.,,,890 CHEMIN BENOIT,,,MONT ST-HILAIRE,QC,J3H 0L8,2121 46E AVENUE,,,LACHINE,QC,H8T 2P1,(450) 446-9899/T,(450) 446-9891/F,,,,,,,f,,,B/US,,,,,,,EP2590,2018-12-14,S765-2590-17807,2018-02-28,2019-03-31
842,16016723 CANADA INC.,,CENTENNIAL FOOD GROUP,189 WESTCREEK DR,,,WOODBRIDGE,ON,L4L9N6,50 LEEK CRESCENT,,,RICHMOND HILL,ON,L4B 4J3,905-265-0441,,,,,XF,,,XF,,,BC/US,,L,,,,,,2025-08-05 09:42:47.2844896,,,
S752,LES ALIMENTS BCI INC./BCI FOODS INC.,,BAXTERS CANADA INC.,4800 AVENUE PINARD,,,ST-HYACINTHE,QC,J2S 8E1,"3000, RUE CARTIER",,,ST-HYACINTHE,QC,J2S 1L5,(450) 250-3210,(450) 250-3215/F,,,,,,,,,,,B,,,,,,EP2409,2018-08-28,S752-2409-17893,2018-03-08,2019-03-31
